effective_irradiance_W_m2,cell_temperature_C,V,I,P
1000,10,3.5005949901024,5.028800816606941,17.60379494483711
1000,10,3.85065448911264,5.027885198273392,19.36064870947443
1000,10,4.20071398812288,5.026969579895823,21.11686143213658
1000,10,4.55077348713312,5.026053961467648,22.87243311274736
1000,10,4.900832986143359,5.025138342981291,24.6273637512165
1000,10,5.250892485153599,5.024222724428049,26.38165334743719
1000,10,5.60095198416384,5.023307105797912,28.13530190128313
1000,10,5.95101148317408,5.022391487079371,29.88830941260508
1000,10,6.30107098218432,5.021475868259202,31.64067588122687
1000,10,6.651130481194559,5.020560249322195,33.39240130694061
1000,10,7.001189980204799,5.019644630250865,35.14348568950118
1000,10,7.351249479215039,5.018729011025115,36.89392902861978
1000,10,7.701308978225279,5.017813391621834,38.64373132395627
1000,10,8.051368477235519,5.016897772014459,40.39289257511032
1000,10,8.40142797624576,5.015982152172449,42.14141278161103
1000,10,8.751487475255999,5.015066532060692,43.88929194290469
1000,10,9.10154697426624,5.014150911638826,45.63653005834066
1000,10,9.451606473276479,5.013235290860442,47.38312712715465
1000,10,9.801665972286719,5.012319669672195,49.12908314844935
1000,10,10.15172547129696,5.011404048012751,50.87439812117174
1000,10,10.5017849703072,5.0104884258116,52.61907204408644
1000,10,10.85184446931744,5.009572802987682,54.36310491574494
1000,10,11.20190396832768,5.008657179447806,56.1064967344493
1000,10,11.55196346733792,5.007741555084838,57.84924749821003
1000,10,11.90202296634816,5.006825929775607,59.59135720469675
1000,10,12.2520824653584,5.005910303378515,61.33282585118085
1000,10,12.60214196436864,5.00499467573078,63.07365343446847
1000,10,12.95220146337888,5.004079046645249,64.81383995082219
1000,10,13.30226096238912,5.003163415906775,66.55338539587009
1000,10,13.65232046139936,5.002247783268011,68.29228976449946
1000,10,14.0023799604096,5.001332148444599,70.03055305073293
1000,10,14.35243945941984,5.000416511109627,71.7681752475843
1000,10,14.70249895843008,4.999500870887267,73.5051563468903
1000,10,15.05255845744032,4.99858522734545,75.24149633911499
1000,10,15.40261795645056,4.997669579987456,76.9771952131215
1000,10,15.7526774554608,4.996753928242231,78.71225295590656
1000,10,16.10273695447104,4.995838271453271,80.4466695522913
1000,10,16.45279645348128,4.994922608865835,82.18044498456128
1000,10,16.80285595249152,4.994006939612241,83.9135792320475
1000,10,17.15291545150176,4.993091262694965,85.6460722706389
1000,10,17.502974950512,4.992175576967218,87.37792407221501
